w;x;x*-x;iterations;
0,01;1,00022;-0,000222322;3 412;
;1,99972;0,000279727;;
;3,00066;-0,000662252;;
;3,99895;0,00105231;;
;5,00105;-0,00104522;;
;5,99936;0,000644398;;
;7,0003;-0,000302092;;
;7,99972;0,000279149;;
w;x;x*-x;iterations;
0,02;1,00022;-0,000221772;1 701;
;1,99972;0,000279166;;
;3,00066;-0,000660707;;
;3,99895;0,00104925;;
;5,00104;-0,00104144;;
;5,99936;0,000641702;;
;7,0003;-0,000300783;;
;7,99972;0,000278008;;
w;x;x*-x;iterations;
0,03;1,00022;-0,000222039;1 130;
;1,99972;0,000279634;;
;3,00066;-0,000661594;;
;3,99895;0,00105005;;
;5,00104;-0,00104147;;
;5,99936;0,000641361;;
;7,0003;-0,000300578;;
;7,99972;0,000277886;;
w;x;x*-x;iterations;
0,04;1,00022;-0,000221427;845;
;1,99972;0,000278997;;
;3,00066;-0,000659865;;
;3,99895;0,00104669;;
;5,00104;-0,00103738;;
;5,99936;0,000638475;;
;7,0003;-0,00029918;;
;7,99972;0,000276663;;
w;x;x*-x;iterations;
0,05;1,00022;-0,000222928;673;
;1,99972;0,000281025;;
;3,00066;-0,000664434;;
;3,99895;0,00105331;;
;5,00104;-0,00104317;;
;5,99936;0,000641667;;
;7,0003;-0,000300631;;
;7,99972;0,000278074;;
w;x;x*-x;iterations;
0,06;1,00022;-0,000222689;559;
;1,99972;0,000280861;;
;3,00066;-0,000663816;;
;3,99895;0,00105169;;
;5,00104;-0,0010408;;
;5,99936;0,000639833;;
;7,0003;-0,000299726;;
;7,99972;0,000277307;;
w;x;x*-x;iterations;
0,07;1,00022;-0,00022112;478;
;1,99972;0,00027902;;
;3,00066;-0,000659232;;
;3,99896;0,0010438;;
;5,00103;-0,0010322;;
;5,99937;0,000634176;;
;7,0003;-0,000297031;;
;7,99973;0,000274883;;
w;x;x*-x;iterations;
0,08;1,00022;-0,000220381;417;
;1,99972;0,000278228;;
;3,00066;-0,000657126;;
;3,99896;0,00103982;;
;5,00103;-0,00102749;;
;5,99937;0,000630905;;
;7,0003;-0,000295453;;
